Animal Type,Outcome Type,Color,Animal ID
Dog,Transfer,Tricolor/Brown Merle,1
Dog,Transfer,Tricolor/Chocolate,2
Dog,Transfer,Tricolor/Gray,1
Dog,Transfer,Tricolor/Red,2
Dog,Transfer,Tricolor/Tan,5
Dog,Transfer,Tricolor/White,26
Dog,Transfer,White,1163
Dog,Transfer,White/Apricot,1
Dog,Transfer,White/Black,678
Dog,Transfer,White/Black Brindle,8
Dog,Transfer,White/Black Tiger,1
Dog,Transfer,White/Blue,72
Dog,Transfer,White/Blue Cream,1
Dog,Transfer,White/Blue Merle,14
Dog,Transfer,White/Blue Tick,5
Dog,Transfer,White/Brown,640
Dog,Transfer,White/Brown Brindle,100
Dog,Transfer,White/Brown Merle,6
Dog,Transfer,White/Buff,30
Dog,Transfer,White/Chocolate,41
Dog,Transfer,White/Cream,43
Dog,Transfer,White/Fawn,8
Dog,Transfer,White/Gray,71
Dog,Transfer,White/Liver,9
Dog,Transfer,White/Liver Tick,1
Dog,Transfer,White/Orange,9
Dog,Transfer,White/Pink,2
Dog,Transfer,White/Red,56
Dog,Transfer,White/Red Merle,6
Dog,Transfer,White/Red Tick,8
Dog,Transfer,White/Silver,2
Dog,Transfer,White/Tan,543
Dog,Transfer,White/Tortie,1
Dog,Transfer,White/Tricolor,81
Dog,Transfer,White/White,23
Dog,Transfer,White/Yellow,8
Dog,Transfer,Yellow,158
Dog,Transfer,Yellow Brindle,7
Dog,Transfer,Yellow Brindle/White,5
Dog,Transfer,Yellow/Black,1
Dog,Transfer,Yellow/Tan,3
Dog,Transfer,Yellow/White,40
Livestock,Adoption,Black,1
Livestock,Adoption,Black/White,3
Livestock,Adoption,Gray/Black,1
Livestock,Adoption,Pink,4
Livestock,Adoption,Tan,1
Livestock,Adoption,White,1
Livestock,Adoption,White/Black,1
Livestock,Died,Black,1
Livestock,Euthanasia,Black/Brown,1
Livestock,Euthanasia,Black/White,1
Livestock,Return to Owner,Black/White,2
Livestock,Return to Owner,Gray,1
Livestock,Return to Owner,Tan/Black,1
Livestock,Return to Owner,White,1
Livestock,Transfer,Black,1
Livestock,Transfer,Black/White,1
Livestock,Transfer,Brown,1
Livestock,Transfer,Liver/Cream,1
Livestock,Transfer,Pink,1
Livestock,Transfer,White,1
Other,Adoption,Agouti,5
Other,Adoption,Agouti/Gray,1
Other,Adoption,Apricot,1
Other,Adoption,Black,70
Other,Adoption,Black Smoke,1
Other,Adoption,Black Smoke/Chocolate,1
Other,Adoption,Black/Brown,3
Other,Adoption,Black/Chocolate,1
Other,Adoption,Black/Cream,1
Other,Adoption,Black/Gray,3
Other,Adoption,Black/Orange,4
Other,Adoption,Black/Red,1
Other,Adoption,Black/Tan,1
Other,Adoption,Black/Tricolor,4
Other,Adoption,Black/White,42
Other,Adoption,Blue,15
Other,Adoption,Blue/Orange,1
Other,Adoption,Blue/White,6
Other,Adoption,Brown,50
Other,Adoption,Brown Brindle,2
Other,Adoption,Brown/Black,7
Other,Adoption,Brown/Cream,4
Other,Adoption,Brown/Green,2
Other,Adoption,Brown/Tan,3
Other,Adoption,Brown/White,28
Other,Adoption,Buff,4
Other,Adoption,Calico,12
Other,Adoption,Calico/Black,1
Other,Adoption,Chocolate,9
Other,Adoption,Chocolate Point/Cream,1
Other,Adoption,Chocolate/Tan,1
Other,Adoption,Chocolate/White,3
Other,Adoption,Cream,2
Other,Adoption,Cream/Silver,1
Other,Adoption,Fawn/White,2
Other,Adoption,Gold,5
Other,Adoption,Gray,11
Other,Adoption,Gray/Black,4
Other,Adoption,Gray/Brown,1
Other,Adoption,Gray/Gray,3
Other,Adoption,Gray/Orange,3
Other,Adoption,Gray/Tricolor,1
Other,Adoption,Gray/White,14
Other,Adoption,Green,4
Other,Adoption,Green/Brown,1
Other,Adoption,Green/Red,1
Other,Adoption,Green/Yellow,1
Other,Adoption,Orange,1
Other,Adoption,Orange/Black,4
Other,Adoption,Orange/Gray,1
Other,Adoption,Orange/White,6
Other,Adoption,Red,1
Other,Adoption,Red/Tan,1
Other,Adoption,Red/White,3
Other,Adoption,Sable,12
Other,Adoption,Sable/White,5
Other,Adoption,Seal Point,1
Other,Adoption,Seal Point/Gray,1
Other,Adoption,Silver,1
Other,Adoption,Tan,13
Other,Adoption,Tan/Black,3
Other,Adoption,Tan/Tricolor,1
Other,Adoption,Tan/White,5
Other,Adoption,Tortie,5
Other,Adoption,Tricolor,63
Other,Adoption,Tricolor/Black,1
Other,Adoption,Tricolor/Brown,1
Other,Adoption,Tricolor/White,2
Other,Adoption,White,64
Other,Adoption,White/Black,83
Other,Adoption,White/Blue,5
Other,Adoption,White/Brown,50
Other,Adoption,White/Brown Tabby,1
Other,Adoption,White/Chocolate,6
Other,Adoption,White/Fawn,1
Other,Adoption,White/Gray,33
Other,Adoption,White/Orange,5
Other,Adoption,White/Seal Point,1
Other,Adoption,White/Silver,1
Other,Adoption,White/Tan,22
Other,Adoption,White/Tricolor,11
Other,Adoption,White/White,3
Other,Died,Agouti/White,1
Other,Died,Black,24
Other,Died,Black/Brown,2
Other,Died,Black/Gray,11
Other,Died,Black/White,1
Other,Died,Brown,74
Other,Died,Brown/Black,22
Other,Died,Brown/Brown,5
Other,Died,Brown/White,2
Other,Died,Gold,1
Other,Died,Gray,8
Other,Died,Gray/Black,9
Other,Died,Gray/Gray,1
Other,Died,Gray/White,1
Other,Died,Green/Gold,1
Other,Died,Orange,1
Other,Died,Pink,2
Other,Died,Red,1
Other,Died,Red/Gray,1
Other,Died,Sable,1
Other,Died,Sable/Brown,1
Other,Died,Sable/White,1
Other,Died,Tan,1
Other,Died,Tan/Brown,1
Other,Died,Tan/White,2
Other,Died,Tricolor,1
Other,Died,White,13
Other,Died,White/Black,8
Other,Died,White/Brown,3
Other,Died,White/Gray,5
Other,Died,White/Pink,1
Other,Died,White/Tan,2
Other,Disposal,Black,50
Other,Disposal,Black/Brown,26
Other,Disposal,Black/Gray,21
Other,Disposal,Black/Red,1
Other,Disposal,Black/White,18
Other,Disposal,Brown,228
Other,Disposal,Brown/Black,35
Other,Disposal,Brown/Brown,20
Other,Disposal,Brown/Gray,2
Other,Disposal,Brown/White,3
Other,Disposal,Gray,14
Other,Disposal,Gray/Black,15
Other,Disposal,Gray/Brown,5
Other,Disposal,Gray/Pink,2
Other,Disposal,Gray/Tan,1
Other,Disposal,Gray/White,6
Other,Disposal,Red,15
Other,Disposal,Red/Black,1
Other,Disposal,Red/Brown,1
Other,Disposal,Red/Gray,2
Other,Disposal,Red/White,1
Other,Disposal,Tan,1
Other,Disposal,Tan/Black,1
Other,Disposal,Tan/Brown,1
Other,Disposal,White/Gray,2
Other,Euthanasia,Agouti,1
Other,Euthanasia,Black,368
Other,Euthanasia,Black Smoke/Gray,1
Other,Euthanasia,Black/Black,12
Other,Euthanasia,Black/Brown,189
Other,Euthanasia,Black/Gray,285
Other,Euthanasia,Black/Green,1
Other,Euthanasia,Black/Red,1
Other,Euthanasia,Black/Silver,1
Other,Euthanasia,Black/White,308
Other,Euthanasia,Blue/White,1
Other,Euthanasia,Brown,2328
Other,Euthanasia,Brown/Black,353
Other,Euthanasia,Brown/Brown,123
Other,Euthanasia,Brown/Gray,31
Other,Euthanasia,Brown/Orange,1
Other,Euthanasia,Brown/Pink,1
Other,Euthanasia,Brown/Red,18
Other,Euthanasia,Brown/Tan,10
Other,Euthanasia,Brown/Tricolor,1
Other,Euthanasia,Brown/White,17
Other,Euthanasia,Gray,292
Other,Euthanasia,Gray/Black,348
Other,Euthanasia,Gray/Brown,14
Other,Euthanasia,Gray/Gold,1
Other,Euthanasia,Gray/Gray,10
Other,Euthanasia,Gray/Orange,5
Other,Euthanasia,Gray/Pink,15
Other,Euthanasia,Gray/Red,15
Other,Euthanasia,Gray/Tan,1
Other,Euthanasia,Gray/Tricolor,1
Other,Euthanasia,Gray/White,51
Other,Euthanasia,Green,4
Other,Euthanasia,Green/Brown,2
Other,Euthanasia,Green/Orange,1
Other,Euthanasia,Green/Yellow,1
Other,Euthanasia,Liver,1
Other,Euthanasia,Orange,8
Other,Euthanasia,Orange/Tan,1
Other,Euthanasia,Pink,13
Other,Euthanasia,Red,161
Other,Euthanasia,Red/Black,6
Other,Euthanasia,Red/Brown,13
Other,Euthanasia,Red/Cream,7
Other,Euthanasia,Red/Gray,14
Other,Euthanasia,Red/Red,1
Other,Euthanasia,Red/Silver,4
Other,Euthanasia,Red/Tan,2
Other,Euthanasia,Red/White,3
Other,Euthanasia,Sable,20
Other,Euthanasia,Sable/White,1
Other,Euthanasia,Silver/Orange,1
Other,Euthanasia,Silver/Red,1
Other,Euthanasia,Tan,3
Other,Euthanasia,Tan/Black,1
Other,Euthanasia,Tan/Gray,1
Other,Euthanasia,Tan/White,2
Other,Euthanasia,Tricolor,2
Other,Euthanasia,Tricolor/Gray,1
Other,Euthanasia,White,18
Other,Euthanasia,White/Black,18
Other,Euthanasia,White/Brown,3
Other,Euthanasia,White/Gray,44
Other,Euthanasia,White/Tricolor,1
Other,Missing,Brown,1
Other,Missing,White,3
Other,Relocate,Black,1
Other,Relocate,Black/Gray,3
Other,Relocate,Brown,2
Other,Relocate,Brown/Black,2
Other,Relocate,Brown/White,1
Other,Relocate,Gray/White,1
Other,Relocate,White,1
Other,Return to Owner,Black,1
Other,Return to Owner,Black/Blue,1
Other,Return to Owner,Black/Brown,1
Other,Return to Owner,Black/White,3
Other,Return to Owner,Black/Yellow,1
Other,Return to Owner,Blue,2
Other,Return to Owner,Brown,10
Other,Return to Owner,Brown/Black,5
Other,Return to Owner,Brown/Tan,2
Other,Return to Owner,Brown/White,4
Other,Return to Owner,Buff/Brown,1
Other,Return to Owner,Buff/Red,1
Other,Return to Owner,Gray,2
Other,Return to Owner,Sable,4
Other,Return to Owner,Sable/White,2
Other,Return to Owner,Tan,5
Other,Return to Owner,Tan/Black,2
Other,Return to Owner,Tricolor,3
Other,Return to Owner,White,2
Other,Return to Owner,White/Black,5
Other,Return to Owner,White/Blue,1
Other,Return to Owner,White/Brown,2
Other,Return to Owner,White/Gray,1
Other,Return to Owner,White/Orange,1
Other,Return to Owner,White/Yellow,1
Other,Return to Owner,Yellow,1
Other,Return to Owner,Yellow/Black,1
Other,Rto-Adopt,Black,1
Other,Rto-Adopt,Gray,1
Other,Rto-Adopt,Tan,1
Other,Transfer,Agouti,1
Other,Transfer,Black,85
Other,Transfer,Black Brindle,1
Other,Transfer,Black Smoke,1
Other,Transfer,Black Smoke/White,1
Other,Transfer,Black/Brown,3
Other,Transfer,Black/Gray,3
Other,Transfer,Black/Orange,3
Other,Transfer,Black/Pink,2
Other,Transfer,Black/Red,1
Other,Transfer,Black/Silver,2
Other,Transfer,Black/Tan,6
Other,Transfer,Black/Tricolor,4
Other,Transfer,Black/White,75
Other,Transfer,Black/Yellow,2
Other,Transfer,Blue,8
Other,Transfer,Blue/Brown,1
Other,Transfer,Blue/White,7
Other,Transfer,Brown,98
Other,Transfer,Brown Brindle,2
Other,Transfer,Brown/Black,13
Other,Transfer,Brown/Gray,1
Other,Transfer,Brown/Green,1
Other,Transfer,Brown/Orange,2
Other,Transfer,Brown/Red,1
Other,Transfer,Brown/Tan,7
Other,Transfer,Brown/Tricolor,1
Other,Transfer,Brown/White,44
Other,Transfer,Brown/Yellow,1
Other,Transfer,Buff,1
Other,Transfer,Calico,29
Other,Transfer,Chocolate,5
Other,Transfer,Chocolate/Tan,1
Other,Transfer,Chocolate/White,10
Other,Transfer,Cream,2
Other,Transfer,Cream/Black,1
Other,Transfer,Cream/White,3
Other,Transfer,Fawn,2
Other,Transfer,Fawn/Black,1
Other,Transfer,Fawn/White,2
Other,Transfer,Gold/White,2
Other,Transfer,Gray,49
Other,Transfer,Gray/Black,4
Other,Transfer,Gray/Brown,3
Other,Transfer,Gray/Gray,7
Other,Transfer,Gray/Pink,3
Other,Transfer,Gray/White,29
Other,Transfer,Green,17
Other,Transfer,Green/Brown,1
Other,Transfer,Green/Yellow,3
Other,Transfer,Lilac Point,2
Other,Transfer,Orange,4
Other,Transfer,Orange/Black,1
Other,Transfer,Orange/Blue,1
Other,Transfer,Orange/Brown,2
Other,Transfer,Orange/White,8
Other,Transfer,Pink,17
Other,Transfer,Red,4
Other,Transfer,Red/Brown,1
Other,Transfer,Red/White,4
Other,Transfer,Sable,5
Other,Transfer,Sable/Black,1
Other,Transfer,Sable/White,5
Other,Transfer,Seal Point,3
Other,Transfer,Seal Point/Gray,1
Other,Transfer,Seal Point/White,1
Other,Transfer,Silver,1
Other,Transfer,Silver/Black,1
Other,Transfer,Tan,26
Other,Transfer,Tan/Black,2
Other,Transfer,Tan/Red,1
Other,Transfer,Tan/White,10
Other,Transfer,Tortie,4
Other,Transfer,Tortie/Black,1
Other,Transfer,Tricolor,96
Other,Transfer,Tricolor/Black,3
Other,Transfer,Tricolor/Brown,3
Other,Transfer,Tricolor/Calico,1
Other,Transfer,Tricolor/White,4
Other,Transfer,White,84
Other,Transfer,White/Black,70
Other,Transfer,White/Blue,6
Other,Transfer,White/Brown,40
Other,Transfer,White/Buff,1
Other,Transfer,White/Calico,1
Other,Transfer,White/Chocolate,1
Other,Transfer,White/Cream,1
Other,Transfer,White/Gray,33
Other,Transfer,White/Orange,2
Other,Transfer,White/Red,3
Other,Transfer,White/Silver,1
Other,Transfer,White/Tan,9
Other,Transfer,White/Tricolor,7
Other,Transfer,White/White,4
Other,Transfer,Yellow/Black,1
